#BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.509414    0.509414           0
           2    0.500742    0.505078  0.00306624
           3     0.49528    0.501812  0.00335994
           4    0.507952    0.503347  0.00284909
           5    0.494266    0.501531  0.00279896
           6    0.502744    0.501733  0.00233976
           7    0.493251    0.500521  0.00229799
           8    0.509559    0.501651  0.00227152
           9    0.491582    0.500532  0.00227802
          10    0.496812     0.50016  0.00208038
          11    0.499611     0.50011  0.00189185
          12    0.504071     0.50044  0.00176274
          13    0.511858    0.501319  0.00183292
          14    0.505547    0.501621   0.0017267
          15    0.500419    0.501541  0.00161345
          16    0.492864    0.500998  0.00160115
          17    0.502416    0.501082  0.00150913
          18    0.495028    0.500745  0.00146229
          19    0.499249    0.500667  0.00138745
          20    0.509085    0.501087  0.00138044
