#   N_BLOCK:  ACCEPTANCE:
           1    0.154815
           2    0.154653
           3    0.155069
           4    0.155364
           5    0.155389
           6    0.155504
           7    0.155557
           8    0.155334
           9    0.155447
          10    0.155623
          11    0.155543
          12    0.155514
          13    0.155404
          14    0.155409
          15    0.155498
          16    0.155484
          17    0.155526
          18    0.155597
          19    0.155652
          20    0.155565
