#   N_BLOCK:  ACCEPTANCE:
           1    0.390887
           2    0.390976
           3    0.391088
           4    0.391266
           5    0.391133
           6    0.391025
           7    0.391001
           8    0.390988
           9    0.391031
          10    0.391155
          11    0.391148
          12     0.39122
          13    0.391102
          14    0.391139
          15    0.391175
          16    0.391133
          17    0.391036
          18    0.390979
          19    0.390971
          20    0.390857
