#   N_BLOCK:  ACCEPTANCE:
           1    0.334306
           2      0.3343
           3    0.334436
           4    0.334522
           5    0.334232
           6    0.334059
           7    0.334152
           8    0.334033
           9     0.33412
          10    0.334012
          11    0.334005
          12    0.334081
          13    0.333913
          14    0.333881
          15    0.333955
          16    0.333861
          17    0.333813
          18    0.333847
          19    0.333795
          20    0.333686
