#BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.363799    0.363799           0
           2    0.366315    0.365057 0.000889854
           3    0.361704    0.363939  0.00108846
           4    0.360885    0.363176  0.00105056
           5    0.359721    0.362485  0.00104316
           6    0.376937    0.364893  0.00236435
           7    0.358721    0.364012  0.00218482
           8    0.362319      0.3638  0.00192193
           9    0.358036     0.36316  0.00181194
          10    0.360872    0.362931  0.00164513
          11    0.354942    0.362205   0.0016481
          12    0.359678    0.361994  0.00152414
          13    0.363127    0.362081  0.00140939
          14    0.357909    0.361783  0.00133985
          15    0.360773    0.361716  0.00125222
          16    0.361067    0.361675  0.00117461
          17     0.36777    0.362034  0.00115894
          18    0.371529    0.362561  0.00120865
          19    0.359751    0.362414  0.00115405
          20    0.368298    0.362708  0.00113324
