#BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1     3.97231     3.97231           0
           2     4.10405     4.03818   0.0465751
           3       4.107     4.06112   0.0362617
           4     3.89618     4.01988   0.0448881
           5     3.82341     3.98059   0.0502475
           6      3.7539     3.94281   0.0542483
           7     3.94673     3.94337   0.0465014
           8      3.8734     3.93462   0.0415032
           9     3.93674     3.93486   0.0368924
          10     3.99007     3.94038   0.0336138
          11     4.07591      3.9527   0.0327385
          12      4.1274     3.96726   0.0330893
          13     4.13468     3.98014   0.0329549
          14     3.91369     3.97539   0.0309409
          15     3.84369     3.96661   0.0300982
          16     3.91833     3.96359   0.0283679
          17     4.03789     3.96796   0.0270338
          18     4.05393     3.97274   0.0259504
          19     3.71844     3.95935   0.0278228
          20     3.84395     3.95358   0.0270235
