#BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.364719    0.364719           0
           2    0.349637    0.357178   0.0053324
           3    0.361152    0.358503  0.00371586
           4    0.356421    0.357982  0.00282311
           5    0.352422     0.35687  0.00246778
           6    0.363742    0.358016  0.00230701
           7    0.345907    0.356286  0.00254462
           8    0.355523    0.356191  0.00222832
           9    0.367611    0.357459  0.00231399
          10    0.362815    0.357995  0.00214368
          11    0.354279    0.357657  0.00197524
          12    0.359045    0.357773  0.00181401
          13    0.355552    0.357602  0.00168249
          14    0.363608    0.358031  0.00161608
          15    0.352343    0.357652  0.00155219
          16    0.364369    0.358072  0.00151089
          17    0.355414    0.357915  0.00143008
          18    0.366182    0.358374  0.00142246
          19    0.349753    0.357921  0.00141813
          20    0.358248    0.357937  0.00134732
