#   N_BLOCK:  ACCEPTANCE:
           1   0.0658392
           2   0.0662219
           3   0.0667927
           4   0.0666064
           5   0.0665731
           6   0.0668423
           7   0.0666495
           8   0.0668553
           9   0.0670213
          10   0.0672798
          11   0.0673234
          12   0.0672921
          13   0.0671403
          14   0.0670482
          15    0.067064
          16   0.0668428
          17   0.0667171
          18   0.0667327
          19   0.0665445
          20   0.0664519
