#BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1        0.56        0.56           0
           2        0.24         0.4    0.113137
           3        0.32    0.373333   0.0785045
           4        0.36        0.37   0.0589491
           5        0.16       0.328   0.0602926
           6        0.08    0.286667   0.0628343
           7        0.32    0.291429   0.0540381
           8        0.48       0.315   0.0521716
           9         0.4    0.324444   0.0472219
          10         0.4       0.332   0.0430999
          11        0.44    0.341818   0.0402845
          12        0.44        0.35   0.0377492
          13         0.6    0.369231   0.0394408
          14        0.52        0.38   0.0380655
          15        0.52    0.389333   0.0366541
          16        0.32       0.385   0.0346185
          17        0.24    0.376471   0.0336164
          18        0.36    0.375556   0.0317613
          19        0.28    0.370526   0.0304852
          20        -0.2       0.342   0.0401472
          21       -0.16    0.318095   0.0447904
          22       -0.24    0.292727   0.0494189
          23       -0.16    0.273043     0.05104
          24        -0.2    0.253333   0.0525815
          25       -0.24      0.2336   0.0540544
          26        -0.2    0.216923   0.0544873
          27       -0.24         0.2   0.0550346
          28        0.04    0.194286   0.0533649
          29        0.24    0.195862    0.051548
          30         0.2       0.196   0.0498299
          31        0.12    0.193548   0.0482828
          32        0.04     0.18875   0.0470118
          33       -0.04    0.181818   0.0460954
          34       -0.08    0.174118   0.0453783
          35       -0.12    0.165714   0.0448531
          36        0.08    0.163333   0.0436703
          37        0.08    0.161081   0.0425481
          38       -0.12    0.153684   0.0420665
          39           0    0.149744    0.041172
          40        0.24       0.152   0.0402045
          41           0    0.148293   0.0393944
          42        0.04    0.145714   0.0385408
          43        0.24    0.147907   0.0377068
          44        0.04    0.145455   0.0369295
          45       -0.04    0.141333   0.0363381
          46           0    0.138261   0.0356778
          47        -0.2    0.131064   0.0356372
          48       -0.32    0.121667   0.0361124
          49       -0.16    0.115918     0.03583
          50        0.04      0.1144   0.0351456
          51       -0.08    0.110588   0.0346626
          52       -0.24    0.103846   0.0346455
          53       -0.04    0.101132   0.0340979
          54        0.04         0.1   0.0334853
          55       -0.16   0.0952727   0.0332084
          56        -0.2        0.09   0.0330314
          57       -0.32    0.082807   0.0332258
          58        0.12   0.0834483   0.0326592
          59           0   0.0820339   0.0321362
