#BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1     -0.6912     -0.6912           0
           2     -0.4448      -0.568   0.0871156
           3     -0.6064     -0.5808   0.0590099
           4     -0.7672     -0.6274   0.0598948
           5     -0.6832    -0.63856   0.0489445
           6     -0.6816   -0.645733   0.0413094
           7     -0.6064   -0.640114   0.0357882
           8     -0.6896     -0.6463   0.0318448
           9      -0.688   -0.650933   0.0286415
          10      -0.608    -0.64664   0.0260972
          11     -0.7688   -0.657745   0.0259804
          12     -0.6888   -0.660333   0.0239439
          13      -0.772   -0.668923   0.0235926
          14     -0.6104   -0.664743   0.0222746
          15     -0.8504    -0.67712   0.0239831
          16     -0.6864     -0.6777   0.0224912
          17     -0.6848   -0.678118   0.0211721
          18     -0.6872   -0.678622   0.0200019
          19     -0.5256   -0.670568   0.0205066
          20      -0.676    -0.67084    0.019483
          21     -0.6768   -0.671124   0.0185573
          22     -0.5952   -0.667673   0.0180319
          23     -0.6768    -0.66807   0.0172522
          24      -0.756   -0.671733    0.016918
          25     -0.6752   -0.671872   0.0162418
          26      -0.516   -0.665877   0.0166869
          27     -0.4352   -0.657333   0.0181245
          28     -0.5208   -0.652457   0.0181213
          29     -0.5248   -0.648055   0.0180231
          30      -0.684   -0.649253   0.0174622
          31     -0.6024   -0.647742   0.0169641
          32     -0.6808   -0.648775   0.0164654
          33     -0.8392   -0.654545   0.0169475
          34     -0.7584     -0.6576    0.016722
          35     -0.9176   -0.665029   0.0178181
          36     -0.6816   -0.665489   0.0173291
          37     -0.5216     -0.6616   0.0172916
          38     -0.6776   -0.662021   0.0168417
          39        -0.6   -0.660431   0.0164847
          40     -0.5248    -0.65704   0.0164176
          41       -0.52   -0.653698   0.0163539
          42     -0.6808   -0.654343   0.0159772
          43     -0.6048   -0.653191   0.0156472
          44     -0.4408   -0.648364   0.0160188
          45     -0.5992   -0.647271   0.0157001
          46       -0.68   -0.647983   0.0153749
          47      -0.756   -0.650281   0.0152185
          48     -0.6736   -0.650767   0.0149092
          49     -0.5968   -0.649665   0.0146456
          50     -0.8408   -0.653488   0.0148432
          51     -0.5984   -0.652408   0.0145914
          52     -0.6752   -0.652846   0.0143174
          53     -0.6792   -0.653343   0.0140559
          54     -0.7608   -0.655333   0.0139357
          55     -0.5968   -0.654269   0.0137229
          56      -0.436   -0.650371   0.0140205
          57     -0.5136   -0.647972   0.0139783
          58     -0.3624   -0.643048   0.0145787
          59       -0.52   -0.640963     0.01448
          60     -0.6824   -0.641653   0.0142551
          61     -0.5224   -0.639698   0.0141549
          62     -0.5984   -0.639032   0.0139422
          63     -0.5992     -0.6384   0.0137352
          64       -0.52    -0.63655   0.0136446
          65     -0.6816   -0.637243   0.0134523
          66     -0.4392   -0.634242    0.013579
          67      -0.512   -0.632418   0.0134984
          68      -0.596   -0.631882   0.0133105
          69     -0.5096    -0.63011    0.013235
          70      -0.668   -0.630651    0.013057
          71     -0.7496   -0.632327   0.0129802
          72     -0.7496   -0.633956   0.0129017
          73     -0.8272   -0.636603   0.0129937
          74     -0.6688   -0.637038   0.0128254
          75     -0.5928   -0.636448   0.0126679
          76     -0.7632   -0.638116   0.0126105
          77     -0.5248   -0.636644   0.0125323
          78     -0.6872   -0.637292   0.0123884
          79     -0.6048   -0.636881   0.0122384
          80      -0.524    -0.63547   0.0121665
          81     -0.4456   -0.633126     0.01224
          82     -0.5264   -0.631824   0.0121598
          83     -0.6008   -0.631451    0.012019
          84      -0.684   -0.632076   0.0118922
          85     -0.5248   -0.630814   0.0118191
          86     -0.5208   -0.629535   0.0117507
          87       -0.44   -0.627356   0.0118158
          88     -0.5216   -0.626155   0.0117425
          89     -0.6024   -0.625888   0.0116136
          90     -0.6008   -0.625609   0.0114879
          91     -0.6016   -0.625345   0.0113647
          92      -0.444   -0.623374   0.0114108
          93       -0.52   -0.622262   0.0113421
          94     -0.6008   -0.622034   0.0112238
          95     -0.6872    -0.62272   0.0111266
          96     -0.7672   -0.624225    0.011112
          97     -0.7624   -0.625649   0.0110884
          98     -0.6016   -0.625404   0.0109779
          99        -0.6   -0.625147     0.01087
         100      -0.684   -0.625736   0.0107773
         101     -0.7656   -0.627121   0.0107592
         102     -0.6792   -0.627631   0.0106658
         103        -0.6   -0.627363   0.0105656
         104       -0.52   -0.626331   0.0105143
         105     -0.7632   -0.627634   0.0104947
         106     -0.7632   -0.628913   0.0104733
         107       -0.76   -0.630138   0.0104468
         108     -0.6832    -0.63063   0.0103617
         109     -0.6816   -0.631097   0.0102771
         110     -0.5208   -0.630095   0.0102325
         111     -0.7656   -0.631315   0.0102129
         112     -0.7632   -0.632493   0.0101894
         113     -0.6048   -0.632248   0.0101021
         114     -0.5168   -0.631235   0.0100642
         115     -0.5168    -0.63024   0.0100257
         116     -0.7632   -0.631386   0.0100046
         117     -0.7632   -0.632513  0.00998231
         118     -0.6784   -0.632902  0.00990529
         119     -0.7584   -0.633956  0.00987803
         120     -0.6792   -0.634333  0.00980291
         121     -0.5968   -0.634023   0.0097268
         122     -0.5096   -0.633003  0.00970039
         123     -0.6696   -0.633301  0.00962609
         124      -0.672   -0.633613  0.00955352
         125      -0.676   -0.633952   0.0094831
         126      -0.596   -0.633651  0.00941262
         127     -0.5992    -0.63338  0.00934242
         128     -0.5968   -0.633094   0.0092738
         129        -0.6   -0.632837  0.00920546
         130     -0.7584   -0.633803  0.00918518
         131       -0.68   -0.634156  0.00912183
         132        -0.6   -0.633897  0.00905639
         133      -0.524   -0.633071  0.00902592
         134     -0.2824   -0.630454  0.00933022
         135     -0.4392   -0.629037  0.00936805
         136     -0.5192   -0.628229  0.00933391
         137     -0.6832   -0.628631   0.0092744
         138     -0.4432   -0.627287  0.00930403
         139     -0.4392   -0.625934  0.00933497
         140     -0.6016    -0.62576  0.00926991
         141     -0.6776   -0.626128  0.00921145
         142     -0.7608   -0.627076  0.00919528
         143     -0.7584   -0.627994  0.00917672
         144     -0.5944   -0.627761  0.00911596
         145     -0.5136   -0.626974  0.00908702
         146     -0.5136   -0.626197   0.0090579
         147     -0.4344   -0.624893  0.00908977
         148     -0.5144   -0.624146  0.00905896
         149     -0.5216   -0.623458  0.00902427
         150     -0.4432   -0.622256  0.00904376
         151     -0.5256   -0.621616   0.0090065
         152     -0.5272   -0.620995  0.00896864
         153     -0.4392   -0.619807  0.00898838
         154     -0.4432    -0.61866  0.00900288
         155     -0.5968   -0.618519   0.0089459
         156     -0.6008   -0.618405  0.00888927
         157     -0.4416   -0.617279   0.0089037
         158     -0.6048     -0.6172   0.0088477
         159     -0.6864   -0.617635  0.00880275
         160      -0.684    -0.61805   0.0087575
         161      -0.604   -0.617963  0.00870354
         162     -0.6008   -0.617857  0.00865046
         163        -0.6   -0.617747  0.00859808
         164      -0.676   -0.618102  0.00855299
         165     -0.6712   -0.618424  0.00850721
         166     -0.5128   -0.617788  0.00847972
         167     -0.6792   -0.618156  0.00843691
         168     -0.6768   -0.618505  0.00839391
         169     -0.6024   -0.618409  0.00834478
         170      -0.684   -0.618795  0.00830461
         171     -0.6848   -0.619181  0.00826501
         172     -0.6896   -0.619591  0.00822709
         173     -0.6888   -0.619991  0.00818926
         174     -0.7696   -0.620851  0.00818721
         175     -0.7632   -0.621664  0.00818073
         176     -0.5256   -0.621118  0.00815244
         177     -0.5216   -0.620556  0.00812575
         178     -0.6768   -0.620872  0.00808624
         179     -0.5192   -0.620304  0.00806099
         180     -0.5232   -0.619764  0.00803423
         181     -0.2792   -0.617883  0.00820722
         182     -0.5264    -0.61738   0.0081775
         183     -0.7696   -0.618212  0.00817501
         184      -0.848   -0.619461  0.00822542
         185     -0.6848   -0.619814  0.00818853
         186     -0.7672   -0.620606  0.00818276
         187     -0.5232   -0.620086  0.00815556
         188     -0.4448   -0.619153   0.0081653
         189     -0.3688   -0.617829  0.00822884
         190     -0.2808   -0.616055  0.00837454
         191     -0.5256   -0.615581  0.00834407
         192     -0.5272   -0.615121   0.0083133
         193       -0.52   -0.614628  0.00828482
         194     -0.6768   -0.614948  0.00824832
         195     -0.7624   -0.615705   0.0082406
         196     -0.7608   -0.616445  0.00823174
         197     -0.3592   -0.615139  0.00829288
         198     -0.5968   -0.615046  0.00825152
         199     -0.5168   -0.614553  0.00822481
         200     -0.5224   -0.614092  0.00819658
         201     -0.5224   -0.613636  0.00816849
         202     -0.6008   -0.613572  0.00812829
         203     -0.6048   -0.613529  0.00808837
         204     -0.6024   -0.613475   0.0080489
         205      -0.688   -0.613838  0.00801785
         206     -0.6824   -0.614171  0.00798583
         207     -0.6024   -0.614114  0.00794745
         208     -0.6008    -0.61405   0.0079095
         209       -0.52     -0.6136  0.00788445
         210     -0.6008   -0.613539  0.00784714
         211     -0.6024   -0.613486  0.00781013
         212     -0.2864   -0.611943  0.00792421
         213     -0.3632   -0.610776   0.0079726
         214     -0.6848   -0.611121  0.00794284
         215     -0.6064     -0.6111  0.00790593
         216     -0.6832   -0.611433  0.00787637
         217     -0.6888    -0.61179  0.00784814
         218     -0.6864   -0.612132   0.0078196
         219     -0.6048   -0.612099  0.00778396
         220     -0.4392   -0.611313  0.00778816
         221     -0.4376   -0.610527  0.00779248
         222     -0.4344   -0.609733  0.00779766
         223     -0.5112   -0.609291   0.0077752
         224     -0.5152   -0.608871  0.00775183
         225     -0.5208    -0.60848  0.00772725
         226      -0.688   -0.608832  0.00770107
         227     -0.8432   -0.609864  0.00773604
         228     -0.8448   -0.610895  0.00777043
         229     -0.7624   -0.611556  0.00776462
         230     -0.6016   -0.611513  0.00773098
         231     -0.5192   -0.611113  0.00770783
         232     -0.5248   -0.610741  0.00768358
         233     -0.5272   -0.610383  0.00765897
         234     -0.5216   -0.610003  0.00763563
         235     -0.5184   -0.609614  0.00761308
         236      -0.516   -0.609217  0.00759115
         237     -0.5952   -0.609158  0.00755935
         238     -0.7512   -0.609755  0.00755111
         239     -0.5944    -0.60969  0.00751979
         240     -0.7528   -0.610287  0.00751206
         241     -0.6712   -0.610539  0.00748514
         242     -0.8288   -0.611441  0.00750835
         243      -0.668   -0.611674  0.00748106
         244     -0.9008   -0.612859  0.00754366
         245     -0.9008   -0.614034  0.00760387
         246     -0.7432   -0.614559  0.00759106
         247      -0.668   -0.614776  0.00756341
         248     -0.6704      -0.615  0.00753624
         249     -0.6688   -0.615216  0.00750907
         250     -0.6744   -0.615453  0.00748276
         251     -0.5904   -0.615353  0.00745362
         252     -0.5128   -0.614946  0.00743514
         253       -0.52   -0.614571  0.00741522
         254     -0.5232   -0.614211  0.00739475
         255     -0.6048   -0.614174  0.00736584
         256     -0.5168   -0.613794  0.00734688
         257     -0.5168   -0.613416  0.00732798
         258     -0.6008   -0.613367  0.00729974
         259     -0.5232   -0.613019  0.00727985
         260      -0.604   -0.612985  0.00725194
         261     -0.6872   -0.613269  0.00722972
         262     -0.6864   -0.613548  0.00720752
         263     -0.7712   -0.614148  0.00720499
         264      -0.692   -0.614442  0.00718374
         265      -0.684   -0.614705  0.00716142
         266     -0.6848   -0.614968  0.00713934
         267     -0.6064   -0.614936  0.00711268
         268     -0.6104   -0.614919  0.00708616
         269     -0.6064   -0.614888  0.00705989
         270      -0.524   -0.614551  0.00704176
         271     -0.6784   -0.614787  0.00701971
         272     -0.6048    -0.61475    0.006994
         273     -0.7728   -0.615329   0.0069923
         274     -0.7696   -0.615892  0.00698942
         275      -0.528   -0.615572   0.0069713
         276     -0.3624   -0.614655  0.00700613
         277     -0.5232   -0.614325  0.00698862
         278       -0.44   -0.613698  0.00699155
         279     -0.5984   -0.613643  0.00696671
         280     -0.5968   -0.613583  0.00694209
         281     -0.6008   -0.613537  0.00691753
         282     -0.5232   -0.613217  0.00690042
         283     -0.6088   -0.613201  0.00687605
         284     -0.6112   -0.613194  0.00685184
         285     -0.6904   -0.613465  0.00683315
         286     -0.6104   -0.613455  0.00680927
         287     -0.6088   -0.613438  0.00678556
         288     -0.6056   -0.613411  0.00676206
         289     -0.6072    -0.61339  0.00673869
         290     -0.6064   -0.613366   0.0067155
         291     -0.5296   -0.613078  0.00669859
         292     -0.5256   -0.612778  0.00668234
         293     -0.6856   -0.613027  0.00666416
         294     -0.6816    -0.61326  0.00664557
         295     -0.6032   -0.613226  0.00662313
         296     -0.6008   -0.613184  0.00660089
         297      -0.604   -0.613153  0.00657874
         298     -0.4456   -0.612591  0.00658064
         299      -0.768    -0.61311  0.00657913
         300     -0.7704   -0.613635  0.00657806
         301     -0.6912   -0.613892  0.00656125
         302     -0.5296   -0.613613  0.00654546
         303     -0.6848   -0.613848  0.00652807
         304      -0.768   -0.614355  0.00652626
         305      -0.524   -0.614059  0.00651158
         306     -0.6816    -0.61428  0.00649404
         307     -0.6016   -0.614238  0.00647302
         308     -0.5992    -0.61419  0.00645219
         309     -0.6784   -0.614397  0.00643465
         310     -0.6856   -0.614627  0.00641799
         311     -0.6896   -0.614868  0.00640188
         312     -0.6856   -0.615095  0.00638538
         313      -0.604   -0.615059  0.00636507
         314     -0.6016   -0.615017  0.00634495
         315       -0.76   -0.615477  0.00634148
         316     -0.7624   -0.615942  0.00633843
         317     -0.8416   -0.616654  0.00635828
         318      -0.764   -0.617117  0.00635515
         319     -0.8456   -0.617833  0.00637546
         320     -0.6064   -0.617797  0.00635564
         321     -0.6912   -0.618026  0.00633995
         322     -0.7728   -0.618507  0.00633846
         323     -0.6104   -0.618482  0.00631888
         324      -0.608   -0.618449  0.00629946
         325      -0.608   -0.618417  0.00628016
         326      -0.688   -0.618631  0.00626452
         327     -0.6056   -0.618591  0.00624549
         328       -0.68   -0.618778  0.00622926
         329     -0.6816   -0.618969  0.00621325
         330     -0.7624   -0.619404   0.0062096
         331     -0.6016    -0.61935  0.00619108
         332     -0.5944   -0.619275  0.00617289
         333     -0.5968   -0.619207  0.00615472
         334     -0.5952   -0.619135  0.00613671
         335      -0.672   -0.619293  0.00612042
         336     -0.6712   -0.619448  0.00610415
         337     -0.5936   -0.619371  0.00608652
         338      -0.596   -0.619302  0.00606891
         339     -0.5144   -0.618992  0.00605889
         340     -0.6712   -0.619146  0.00604301
         341      -0.592   -0.619066  0.00602582
         342     -0.5944   -0.618994  0.00600863
         343     -0.6728   -0.619151  0.00599316
         344      -0.668   -0.619293  0.00597742
         345     -0.7512   -0.619675  0.00597231
         346      -0.672   -0.619827  0.00595696
         347      -0.676   -0.619988  0.00594199
         348     -0.6776   -0.620154  0.00592723
         349      -0.592   -0.620073  0.00591079
         350     -0.5144   -0.619771  0.00590161
         351     -0.7496   -0.620141  0.00589637
         352     -0.7456   -0.620498  0.00589039
         353     -0.6704   -0.620639   0.0058754
         354      -0.672   -0.620784  0.00586059
         355      -0.672   -0.620928  0.00584586
         356     -0.6712    -0.62107  0.00583114
         357     -0.5144   -0.620771  0.00582246
         358     -0.5968   -0.620704  0.00580658
         359     -0.6784   -0.620865  0.00579263
         360     -0.7568   -0.621242  0.00578883
         361     -0.6808   -0.621407  0.00577515
         362     -0.6784   -0.621565  0.00576134
         363     -0.5968   -0.621496  0.00574587
         364     -0.6728   -0.621637  0.00573181
         365     -0.7536   -0.621999   0.0057275
         366     -0.7536   -0.622358  0.00572313
         367     -0.6752   -0.622502  0.00570934
         368      -0.676   -0.622648  0.00569568
         369     -0.6784   -0.622799  0.00568225
         370     -0.6016   -0.622742  0.00566718
         371     -0.5184    -0.62246  0.00565888
         372     -0.6832   -0.622624  0.00564602
         373     -0.5208   -0.622351  0.00563748
         374     -0.5992   -0.622289  0.00562275
         375       -0.52   -0.622016  0.00561436
         376     -0.6792   -0.622168  0.00560149
