#   N_BLOCK:  ACCEPTANCE:
           1    0.145944
           2     0.14592
           3    0.146143
           4    0.146249
           5    0.146447
           6    0.146413
           7    0.146401
           8    0.146214
           9      0.1464
          10    0.146458
          11    0.146319
          12    0.146427
          13     0.14645
          14    0.146311
          15    0.146332
          16    0.146424
          17    0.146549
          18    0.146581
          19    0.146713
          20    0.146658
