#BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.232103    0.232103           0
           2    0.230767    0.231435 0.000472468
           3    0.232738    0.231869 0.000474373
           4    0.230251    0.231465 0.000499342
           5     0.23087    0.231346 0.000413386
           6    0.228484    0.230869  0.00055518
           7    0.230959    0.230882 0.000476019
           8    0.231559    0.230966 0.000423963
           9    0.231854    0.231065 0.000388144
          10    0.231732    0.231132 0.000355008
          11    0.230837    0.231105 0.000323743
          12    0.231836    0.231166 0.000302435
          13    0.233355    0.231334 0.000322675
          14    0.231071    0.231315 0.000300172
          15    0.231818    0.231349 0.000282025
          16    0.232637    0.231429 0.000275644
          17    0.232219    0.231476 0.000263311
          18    0.232586    0.231538 0.000255802
          19    0.229725    0.231442 0.000259515
          20    0.231407     0.23144 0.000246545
