#BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.377346    0.377346           0
           2    0.365302    0.371324   0.0042585
           3    0.370905    0.371184  0.00284129
           4     0.36943    0.370746  0.00216456
           5    0.365302    0.369657  0.00198667
           6    0.368024    0.369385  0.00167409
           7    0.354079    0.367198   0.0024813
           8    0.369722    0.367514  0.00219109
           9    0.370778    0.367877  0.00197742
          10      0.3715    0.368239  0.00181258
          11    0.367199    0.368144  0.00165026
          12    0.368854    0.368204   0.0015138
          13    0.366642    0.368083  0.00140211
          14    0.374348    0.368531  0.00137151
          15     0.36918    0.368574  0.00128076
          16    0.373536    0.368884  0.00123768
          17     0.36683    0.368763  0.00117076
          18    0.373427    0.369023  0.00113403
          19    0.360735    0.368586  0.00115519
          20    0.365157    0.368415  0.00111009
