#BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.291338    0.291338           0
           2    0.295932    0.293635  0.00162424
           3    0.293764    0.293678   0.0010834
           4    0.293546    0.293645 0.000813051
           5      0.2954    0.293996 0.000722279
           6    0.293405    0.293897 0.000608573
           7    0.291263    0.293521 0.000627258
           8    0.296746    0.293924 0.000665929
           9    0.293443    0.293871 0.000594078
          10    0.291845    0.293668 0.000568148
          11    0.292199    0.293535 0.000531958
          12    0.291577    0.293372 0.000512027
          13    0.295922    0.293568 0.000508827
          14    0.292029    0.293458 0.000484209
          15    0.292101    0.293367 0.000460296
          16    0.292744    0.293328 0.000433175
          17    0.292443    0.293276 0.000410811
          18     0.29119     0.29316 0.000404015
          19    0.292357    0.293118 0.000384959
          20    0.295079    0.293216 0.000377987
