#BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1   0.0006232   0.0006232           0
           2   0.0046032   0.0026132  0.00140714
           3  -0.0002324  0.00166467  0.00121648
           4    0.001706    0.001675 0.000912407
           5  -0.0008092  0.00117816 0.000854559
           6  -0.0053888 8.36667e-05  0.00122695
           7  -0.0007916-4.13714e-05  0.00105802
           8  -0.0007088  -0.0001248 0.000929051
           9    0.001732 8.15111e-05 0.000848421
          10   0.0049304   0.0005664 0.000891436
          11    0.000896 0.000596364   0.0008109
          12   -0.003428    0.000261 0.000809709
          13  -0.0011796 0.000150185 0.000754968
          14   0.0051524 0.000507486 0.000781028
          15   0.0008068  0.00052744 0.000729215
          16   0.0022928 0.000637775 0.000691936
          17  -0.0017172 0.000499247 0.000664956
          18   0.0030904   0.0006432 0.000643407
          19     0.00206 0.000717768 0.000613849
          20  -0.0002668  0.00066854 0.000585128
