#BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.271595    0.271595           0
           2     0.26643    0.269012  0.00182618
           3    0.273845    0.270623  0.00179219
           4    0.274646    0.271629  0.00160162
           5    0.270538    0.271411  0.00129606
           6    0.269565    0.271103  0.00111596
           7    0.271391    0.271144 0.000957295
           8     0.27596    0.271746  0.00100931
           9     0.27172    0.271743 0.000897164
          10     0.26696    0.271265 0.000926202
          11    0.277204    0.271805 0.000986881
          12    0.272838    0.271891 0.000908388
          13    0.268207    0.271608 0.000881607
          14    0.271513    0.271601 0.000818661
          15    0.271938    0.271623 0.000764393
          16    0.273269    0.271726 0.000723507
          17    0.265241    0.271345 0.000775024
          18    0.267652     0.27114 0.000758635
          19    0.276413    0.271417 0.000767803
          20    0.268653    0.271279 0.000741745
