#BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.492992   -0.492992           0
           2   -0.494221   -0.493606 0.000434517
           3   -0.493848   -0.493687 0.000297044
           4   -0.494307   -0.493842  0.00026011
           5   -0.493138   -0.493701 0.000243221
           6   -0.493117   -0.493604  0.00022132
           7   -0.496408   -0.494004 0.000416541
           8   -0.495509   -0.494192 0.000404745
           9   -0.493114   -0.494073 0.000377077
          10   -0.493327   -0.493998 0.000346671
          11   -0.495147   -0.494103 0.000330529
          12   -0.493789   -0.494076 0.000304017
          13   -0.494476   -0.494107 0.000282184
          14   -0.494484   -0.494134 0.000263309
          15   -0.492897   -0.494052 0.000258349
          16   -0.495208   -0.494124 0.000252112
          17   -0.494058    -0.49412 0.000237312
          18   -0.494521   -0.494142 0.000225172
          19   -0.494594   -0.494166 0.000214571
          20   -0.494544   -0.494185 0.000204671
