#   N_BLOCK:  ACCEPTANCE:
           1     0.12041
           2    0.120551
           3    0.120513
           4    0.120739
           5    0.120638
           6    0.120826
           7    0.120669
           8    0.120593
           9    0.120602
          10    0.120798
          11    0.120809
          12    0.120879
          13    0.120708
          14    0.120474
          15    0.120498
          16    0.120548
          17    0.120523
          18    0.120737
          19     0.12077
          20    0.120613
