#   N_BLOCK:  ACCEPTANCE:
           1    0.149974
           2    0.150125
           3    0.150419
           4    0.150562
           5    0.150646
           6    0.150852
           7    0.150712
           8     0.15071
           9    0.150866
          10    0.150946
          11    0.150569
          12    0.150726
          13    0.150555
          14     0.15036
          15    0.150398
          16     0.15029
          17    0.150293
          18    0.150373
          19    0.150468
          20     0.15042
