#BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.302345    0.302345           0
           2    0.307608    0.304977   0.0018607
           3    0.314828    0.308261  0.00295434
           4    0.306815    0.307899  0.00223776
           5    0.310471    0.308413  0.00184837
           6    0.309313    0.308563  0.00154638
           7    0.309526    0.308701  0.00133157
           8     0.31442    0.309416  0.00134337
           9    0.306636    0.309107   0.0012291
          10    0.303477    0.308544  0.00122838
          11    0.306182    0.308329  0.00113531
          12    0.308049    0.308306  0.00104094
          13     0.29965     0.30764  0.00115432
          14      0.3053    0.307473  0.00108391
          15    0.308542    0.307544  0.00101398
          16    0.307213    0.307523 0.000950822
          17    0.310714    0.307711 0.000913226
          18    0.310298    0.307855  0.00087373
          19    0.309835    0.307959 0.000833937
          20    0.306582     0.30789 0.000795076
