#BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.320351    0.320351           0
           2    0.322495    0.321423 0.000758161
           3    0.320818    0.321221 0.000531586
           4    0.322121    0.321446 0.000443737
           5    0.323036    0.321764 0.000454864
           6    0.321207    0.321671 0.000388405
           7    0.320486    0.321502 0.000367975
           8    0.325436    0.321994 0.000561509
           9    0.320969     0.32188  0.00051053
          10    0.325597    0.322252 0.000579206
          11    0.321984    0.322227 0.000527064
          12    0.322178    0.322223 0.000483158
          13    0.325614    0.322484 0.000511586
          14    0.321216    0.322394 0.000482996
          15    0.322977    0.322432  0.00045236
          16    0.322098    0.322412 0.000424571
          17    0.325063    0.322568 0.000427295
          18    0.322408    0.322559 0.000403649
          19    0.323193    0.322592 0.000383781
          20     0.32428    0.322676 0.000373758
