#BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1     1.38748     1.38748           0
           2     1.38022     1.38385  0.00256878
           3     1.35991     1.37587  0.00673673
           4     1.36231     1.37248  0.00584325
           5      1.3876      1.3755  0.00540093
           6     1.39004     1.37793  0.00501487
           7     1.37065     1.37689  0.00440497
           8     1.37614     1.37679  0.00385534
           9     1.38081     1.37724  0.00345274
          10     1.36361     1.37588  0.00336587
          11     1.37744     1.37602  0.00306288
          12      1.3822     1.37653  0.00285063
          13     1.37269     1.37624  0.00264667
          14      1.3906     1.37726    0.002649
          15     1.39312     1.37832  0.00267497
          16     1.37643      1.3782  0.00251038
          17     1.38187     1.37842  0.00237198
          18     1.37361     1.37815  0.00225521
          19     1.37309     1.37789  0.00215218
          20     1.37342     1.37766  0.00205613
