#BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.241768    0.241768           0
           2    0.241204    0.241486  0.00019928
           3    0.243575    0.242182 0.000583917
           4     0.24455    0.242774 0.000674251
           5      0.2409    0.242399 0.000635148
           6    0.240795    0.242132 0.000582856
           7    0.241247    0.242006 0.000513126
           8    0.242042     0.24201 0.000449005
           9    0.240616    0.241855 0.000425007
          10    0.239428    0.241612 0.000446452
          11    0.243896     0.24182 0.000451574
          12    0.243592    0.241968 0.000437428
          13    0.242453    0.242005 0.000405369
          14    0.246158    0.242302 0.000472649
          15    0.240356    0.242172 0.000458598
          16      0.2424    0.242186 0.000430157
          17    0.238395    0.241963 0.000459039
          18    0.241566    0.241941 0.000434067
          19    0.238105    0.241739 0.000455771
          20     0.24111    0.241708 0.000434067
