#BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.922492   -0.922492           0
           2   -0.927404   -0.924948  0.00173665
           3    -0.92584   -0.925245  0.00118295
           4    -0.93138   -0.926779  0.00159726
           5   -0.933168   -0.928057  0.00171436
           6   -0.927204   -0.927915  0.00143451
           7   -0.922128   -0.927088  0.00144832
           8    -0.92608   -0.926962  0.00127275
           9    -0.91956    -0.92614  0.00137156
          10   -0.926048    -0.92613  0.00123443
          11   -0.932604   -0.926719  0.00125468
          12   -0.923584   -0.926458    0.001177
          13   -0.926528   -0.926463  0.00108648
          14   -0.931136   -0.926797   0.0010589
          15   -0.927808   -0.926864 0.000990451
          16   -0.926744   -0.926857 0.000928576
          17   -0.927396   -0.926888 0.000874496
          18    -0.92318   -0.926682 0.000849836
          19   -0.928444   -0.926775 0.000810149
          20     -0.9302   -0.926946 0.000787531
