#BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.531053   -0.531053           0
           2   -0.529534   -0.530294  0.00053737
           3   -0.529255   -0.529947 0.000456319
           4   -0.530352   -0.530049 0.000353286
           5   -0.529272   -0.529893 0.000314894
           6   -0.530019   -0.529914 0.000263107
           7   -0.530084   -0.529939 0.000226638
           8   -0.530028    -0.52995 0.000198583
           9   -0.528954   -0.529839 0.000205029
          10   -0.530445     -0.5299 0.000193273
          11   -0.530308   -0.529937  0.00017923
          12   -0.529663   -0.529914 0.000165742
          13    -0.52968   -0.529896 0.000153963
          14   -0.530417   -0.529933 0.000147393
          15   -0.529169   -0.529882 0.000146105
          16   -0.529478   -0.529857 0.000139139
          17     -0.5293   -0.529824 0.000134761
          18   -0.529326   -0.529797 0.000130083
          19   -0.529935   -0.529804  0.00012344
          20   -0.530193   -0.529823 0.000118794
