#   N_BLOCK:  ACCEPTANCE:
           1    0.367802
           2     0.36796
           3    0.368178
           4    0.368508
           5    0.368278
           6    0.368259
           7    0.368294
           8    0.368273
           9    0.368381
          10    0.368326
          11    0.368399
          12     0.36842
          13    0.368391
          14    0.368413
          15    0.368459
          16    0.368363
          17    0.368377
          18    0.368452
          19    0.368396
          20    0.368301
