#   N_BLOCK:  ACCEPTANCE:
           1    0.328066
           2    0.328043
           3    0.328224
           4    0.328461
           5    0.328429
           6    0.328283
           7    0.328218
           8    0.328034
           9    0.328221
          10    0.328208
          11    0.328287
          12     0.32825
          13    0.328242
          14    0.328252
          15    0.328257
          16    0.328202
          17    0.328211
          18    0.328263
          19    0.328309
          20    0.328185
