#BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.231103    0.231103           0
           2        0.23    0.230552 0.000389855
           3    0.232936    0.231347 0.000699024
           4    0.230417    0.231114 0.000561549
           5    0.231156    0.231123   0.0004493
           6    0.226352    0.230327 0.000816715
           7    0.229588    0.230222 0.000706841
           8    0.229619    0.230146 0.000622489
           9    0.231702    0.230319 0.000576826
          10     0.22977    0.230264 0.000521754
          11    0.231685    0.230394 0.000490053
          12    0.230161    0.230374 0.000449598
          13     0.23122    0.230439 0.000419694
          14    0.230023    0.230409  0.00039077
          15    0.230095    0.230389 0.000365279
          16    0.229137     0.23031 0.000350729
          17    0.229927    0.230288 0.000330822
          18    0.229144    0.230224 0.000318491
          19    0.230177    0.230222 0.000301738
          20    0.229619    0.230192 0.000288151
