#BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1     1.69467     1.69467           0
           2     1.69311     1.69389 0.000549972
           3      1.6975     1.69509   0.0010483
           4     1.67186     1.68929  0.00509098
           5     1.70003     1.69143  0.00450355
           6     1.70197     1.69319  0.00408099
           7     1.69715     1.69376   0.0035369
           8     1.70052      1.6946  0.00319429
           9     1.69051     1.69415  0.00287159
          10     1.68841     1.69357  0.00264115
          11     1.70296     1.69443  0.00253506
          12     1.67671     1.69295  0.00272005
          13     1.68425     1.69228  0.00259188
          14     1.68644     1.69186  0.00244007
          15     1.69295     1.69193  0.00227848
          16     1.68118     1.69126  0.00223305
          17     1.67919     1.69055  0.00221173
          18     1.66223     1.68898  0.00258879
          19     1.67404     1.68819  0.00256923
          20     1.68825      1.6882  0.00244077
