#BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1     32.8116     32.8116           0
           2     31.8762     32.3439    0.330695
           3      32.019     32.2356    0.237537
           4     30.9413      31.912    0.332072
           5     33.3488     32.1994    0.369635
           6     32.3004     32.2162    0.308413
           7     31.3632     32.0944    0.287421
           8     32.8034      32.183    0.264804
           9     31.5225     32.1096     0.24534
          10     31.3534      32.034    0.232167
          11     32.1263     32.0424    0.211213
          12      32.026      32.041    0.193616
          13     31.3544     31.9882    0.185787
          14     32.0345     31.9915    0.172546
          15     30.8026     31.9122     0.17832
          16     31.3285     31.8758    0.170866
          17     31.1335     31.8321      0.1663
          18     32.6589      31.878    0.163281
          19      31.952     31.8819    0.154734
          20     31.7756     31.8766    0.147089
