#BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.535708    0.535708           0
           2    0.517538    0.526623  0.00642384
           3    0.523393    0.525546  0.00437184
           4    0.505941    0.520645  0.00536363
           5     0.51843    0.520202  0.00430916
           6     0.51551     0.51942  0.00366124
           7    0.525543    0.520295    0.003241
           8    0.515637    0.519712  0.00288771
           9    0.534252    0.521328  0.00298473
          10    0.524488    0.521644  0.00270293
          11    0.531082    0.522502  0.00258982
          12    0.506216    0.521145  0.00270636
          13    0.523831    0.521351  0.00250605
          14    0.528898     0.52189  0.00238431
          15    0.518435     0.52166  0.00223646
          16    0.519955    0.521553  0.00209922
          17    0.524919    0.521751  0.00198505
          18     0.51933    0.521617  0.00187932
          19    0.519413    0.521501  0.00178398
          20    0.528227    0.521837  0.00172619
