#BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.913437   -0.913437           0
           2   -0.911546   -0.912491 0.000668318
           3   -0.912295   -0.912426 0.000448746
           4   -0.910482    -0.91194 0.000538869
           5   -0.916849   -0.912922  0.00097818
           6   -0.915327   -0.913323 0.000893502
           7   -0.911199   -0.913019 0.000815732
           8   -0.914936   -0.913259 0.000748113
           9   -0.910661    -0.91297 0.000718524
          10   -0.910206   -0.912694 0.000697802
          11   -0.913391   -0.912757 0.000637241
          12   -0.913473   -0.912817 0.000586924
          13     -0.9107   -0.912654 0.000563905
          14    -0.91307   -0.912684  0.00052441
          15   -0.910808   -0.912559 0.000504132
          16   -0.911248   -0.912477 0.000479228
          17   -0.909904   -0.912325  0.00047433
          18   -0.915388   -0.912496 0.000477517
          19   -0.912297   -0.912485 0.000452499
          20   -0.912859   -0.912504  0.00043026
