#   N_BLOCK:  ACCEPTANCE:
           1   0.0702975
           2   0.0706316
           3    0.070558
           4   0.0703828
           5   0.0701373
           6   0.0700989
           7   0.0702482
           8   0.0699311
           9   0.0701367
          10   0.0701865
          11   0.0697846
          12   0.0697982
          13   0.0700068
          14   0.0698885
          15   0.0697581
          16   0.0697307
          17   0.0695372
          18   0.0696613
          19    0.069701
          20   0.0695031
