#   N_BLOCK:  ACCEPTANCE:
           1    0.403506
           2    0.403456
           3    0.403561
           4     0.40371
           5    0.403492
           6    0.403312
           7    0.403359
           8    0.403314
           9    0.403401
          10    0.403473
          11    0.403433
          12    0.403489
          13    0.403419
          14    0.403368
          15    0.403393
          16    0.403323
          17    0.403259
          18    0.403192
          19    0.403147
          20    0.403073
