#BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1     1.50982     1.50982           0
           2     1.50471     1.50726  0.00180558
           3     1.52245     1.51232  0.00430513
           4     1.50001     1.50925  0.00418762
           5     1.49286     1.50597  0.00445113
           6     1.49508     1.50415  0.00406265
           7     1.48982     1.50211  0.00396491
           8     1.50209      1.5021   0.0034693
           9     1.52677     1.50484  0.00402303
          10     1.50112     1.50447  0.00363794
          11     1.51556     1.50548  0.00344396
          12     1.50717     1.50562  0.00315984
          13     1.51119     1.50605  0.00294563
          14     1.49867     1.50552  0.00278195
          15     1.51208     1.50596  0.00263063
          16     1.51996     1.50683  0.00260779
          17     1.51838     1.50751  0.00254133
          18     1.50631     1.50745  0.00240103
          19     1.53468     1.50888  0.00266835
          20     1.51637     1.50925  0.00256109
