#   N_BLOCK:  ACCEPTANCE:
           1    0.241758
           2    0.241949
           3    0.242371
           4    0.242695
           5    0.242565
           6    0.242643
           7    0.242546
           8     0.24258
           9     0.24266
          10    0.242561
          11    0.242446
          12    0.242563
          13    0.242601
          14    0.242566
          15      0.2426
          16    0.242509
          17    0.242514
          18    0.242533
          19    0.242577
          20    0.242486
