#BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1     3.91108     3.91108           0
           2     3.84554     3.87831   0.0231719
           3     4.26978      4.0088    0.107659
           4      4.3772      4.1009    0.113496
           5     4.23848     4.12842   0.0940734
           6       4.661     4.21718    0.112746
           7     3.85554     4.16552    0.107828
           8      4.1523     4.16386   0.0943621
           9     4.66226     4.21924   0.0987994
          10     4.35556     4.23287    0.089855
          11     4.51414     4.25844   0.0852469
          12     4.26892     4.25932   0.0781474
          13     4.34246     4.26571   0.0723973
          14     4.40878     4.27593   0.0679435
          15     4.62966     4.29951   0.0673822
          16      4.6376     4.32064   0.0664013
          17     4.70158     4.34305   0.0661684
          18     4.58278     4.35637   0.0638186
          19     3.82412     4.32836   0.0663236
          20     4.86636     4.35526   0.0682449
