#BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.880481   -0.880481           0
           2   -0.871481   -0.875981  0.00318207
           3   -0.876691   -0.876217  0.00213015
           4   -0.875572   -0.876056  0.00160371
           5   -0.877606   -0.876366  0.00131257
           6    -0.87965   -0.876913  0.00120253
           7   -0.878834   -0.877188  0.00106159
           8   -0.878834   -0.877394 0.000948619
           9   -0.879451   -0.877622 0.000870332
          10   -0.866695    -0.87653  0.00129928
          11   -0.882178   -0.877043  0.00127862
          12   -0.877201   -0.877056  0.00117213
          13   -0.872974   -0.876742  0.00112325
          14   -0.875496   -0.876653  0.00104653
          15   -0.874265   -0.876494 0.000988798
          16   -0.875278   -0.876418 0.000929916
          17   -0.880114   -0.876635 0.000900275
          18   -0.874826   -0.876535 0.000855855
          19   -0.878619   -0.876645  0.00081781
          20   -0.880203   -0.876822  0.00079604
