#BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1    0.018658    0.018658           0
           2    0.028378    0.023518  0.00343654
           3     0.03702   0.0280187  0.00433045
           4    0.037036    0.030273  0.00378945
           5    0.033966   0.0310116  0.00310271
           6    0.024954    0.030002  0.00274494
           7    0.025428   0.0293486  0.00242933
           8     0.03635   0.0302237  0.00227786
           9    0.033918   0.0306342  0.00206142
          10    0.023206   0.0298914  0.00198461
          11    0.039222   0.0307396  0.00197717
          12    0.030812   0.0307457  0.00181241
          13     0.02855   0.0305768  0.00168085
          14    0.029156   0.0304753  0.00156385
          15    0.026698   0.0302235  0.00147973
          16    0.023018   0.0297731  0.00145416
          17    0.019468   0.0291669  0.00148962
          18     0.03228   0.0293399  0.00141687
          19    0.034456   0.0296092  0.00136764
          20    0.026958   0.0294766  0.00130567
