#BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.211442    0.211442           0
           2    0.208672    0.210057 0.000979293
           3    0.214227    0.211447  0.00130934
           4    0.212114    0.211614 0.000992569
           5    0.210841    0.211459 0.000805991
           6    0.208286     0.21093 0.000827194
           7    0.211836     0.21106 0.000719059
           8     0.20932    0.210842 0.000661237
           9    0.208175    0.210546 0.000650821
          10    0.210614    0.210553 0.000585774
          11    0.210392    0.210538 0.000532705
          12    0.211149    0.210589 0.000490743
          13    0.214082    0.210858 0.000521375
          14    0.213546     0.21105 0.000518281
          15    0.206908    0.210773 0.000552416
          16    0.211931    0.210846 0.000522607
          17    0.211929     0.21091 0.000495731
          18    0.208877    0.210797 0.000480885
          19    0.207135    0.210604  0.00049268
          20    0.208969    0.210522 0.000474776
