#BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.321536    0.321536           0
           2    0.320643     0.32109 0.000315951
           3    0.320904    0.321028 0.000216609
           4    0.322892    0.321494 0.000435054
           5    0.323937    0.321982 0.000558703
           6    0.322978    0.322148 0.000489621
           7    0.323604    0.322356 0.000461743
           8    0.320632    0.322141 0.000451549
           9    0.324022     0.32235 0.000447132
          10    0.320997    0.322214 0.000422391
          11    0.323986    0.322376 0.000413569
          12    0.322245    0.322365 0.000379249
          13    0.321401     0.32229 0.000357252
          14    0.323121     0.32235 0.000336623
          15    0.325901    0.322587 0.000388615
          16    0.323048    0.322615 0.000365397
          17    0.320941    0.322517 0.000356935
          18    0.322219      0.3225 0.000337489
          19    0.322203    0.322485  0.00032009
          20    0.319547    0.322338 0.000336111
