#BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1     0.00191     0.00191           0
           2    0.002834    0.002372 0.000326683
           3   -0.009368 -0.00154133  0.00320264
           4    0.000236   -0.001097  0.00243261
           5      0.0033  -0.0002176  0.00209903
           6   -0.005692    -0.00113  0.00193737
           7     0.00203-0.000678571  0.00171239
           8   -0.000248 -0.00062475  0.00149918
           9     0.00224-0.000306444  0.00136598
          10    0.001258    -0.00015  0.00123831
          11    0.001868 3.34545e-05  0.00113924
          12    0.000546 7.61667e-05  0.00104511
          13    0.002472 0.000260462  0.00098083
          14    0.003386 0.000483714 0.000935834
          15     0.00047   0.0004828 0.000873445
          16     0.00689  0.00088325 0.000906014
          17   -0.002634 0.000676353 0.000876024
          18    0.007674  0.00106511 0.000909535
          19   -0.001684 0.000920421 0.000873098
          20    0.001972    0.000973 0.000831025
