#BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1     0.08756     0.08756           0
           2   -0.019688    0.033936   0.0379179
           3     0.00476   0.0242107   0.0264965
           4     0.00132    0.018488    0.020481
           5    0.018544   0.0184992   0.0163848
           6     0.03022   0.0204527     0.01377
           7     0.03018   0.0218423   0.0118727
           8    0.064804   0.0272125   0.0115394
           9    0.021864   0.0266182   0.0102726
          10   -0.054744    0.018482   0.0120438
          11    0.049592   0.0213102   0.0112761
          12   -0.004796   0.0191347   0.0105442
          13    0.043388   0.0210003  0.00989679
          14    0.031578   0.0217559  0.00921867
          15   -0.030512   0.0182713   0.0092392
          16     0.06753     0.02135  0.00916034
          17   -0.056126   0.0167926  0.00968909
          18    0.008668   0.0163412  0.00916131
          19   -0.025248   0.0141523  0.00893681
          20   -0.118676   0.0075109   0.0106763
