#   N_BLOCK:  ACCEPTANCE:
           1    0.115484
           2    0.115946
           3    0.115957
           4    0.116025
           5    0.115846
           6    0.116079
           7    0.115751
           8    0.115609
           9    0.115924
          10    0.116086
          11    0.116039
          12    0.116227
          13     0.11608
          14    0.115881
          15    0.115915
          16    0.115874
          17    0.115939
          18    0.116272
          19    0.116229
          20    0.115967
