#BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.436669    0.436669           0
           2    0.432823    0.434746  0.00135981
           3    0.429444    0.432979  0.00170426
           4     0.43156    0.432624  0.00131455
           5    0.436781    0.433455  0.00128796
           6    0.432009    0.433214  0.00109563
           7    0.436956    0.433749  0.00106155
           8    0.431072    0.433414 0.000980154
           9    0.439439    0.434084  0.00107585
          10    0.435573    0.434233 0.000978523
          11    0.439294    0.434693 0.000991846
          12    0.433417    0.434586 0.000914876
          13    0.432812     0.43445 0.000854622
          14    0.434461    0.434451 0.000793578
          15    0.432404    0.434314 0.000752307
          16     0.43741    0.434508  0.00072975
          17    0.446224    0.435197 0.000958522
          18    0.435286    0.435202 0.000905284
          19    0.436217    0.435255 0.000859213
          20    0.427204    0.434853 0.000905671
