#BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.275813    0.275813           0
           2    0.270863    0.273338  0.00174995
           3    0.272205     0.27296  0.00120674
           4    0.272863    0.272936 0.000905299
           5    0.272738    0.272896 0.000725102
           6    0.271128    0.272602  0.00066147
           7    0.272369    0.272568 0.000567808
           8    0.271634    0.272452   0.0005087
           9    0.274065    0.272631 0.000482736
          10    0.273882    0.272756 0.000450374
          11    0.274259    0.272893 0.000429646
          12     0.27047    0.272691 0.000438712
          13    0.272239    0.272656 0.000406339
          14    0.272686    0.272658 0.000377321
          15    0.274833    0.272803 0.000378999
          16    0.272855    0.272806 0.000355325
          17    0.271128    0.272708 0.000347871
          18    0.273942    0.272776 0.000335235
          19    0.274012    0.272841  0.00032384
          20    0.270717    0.272735 0.000324602
