#   N_BLOCK:  ACCEPTANCE:
           1    0.201873
           2    0.201413
           3    0.201564
           4    0.201688
           5    0.201491
           6    0.201295
           7    0.200992
           8    0.200921
           9    0.201223
          10     0.20121
          11    0.201049
          12    0.201254
          13    0.201153
          14    0.201092
          15    0.201009
          16    0.201019
          17    0.201003
          18    0.201027
          19    0.201044
          20    0.201007
