#BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.465624    0.465624           0
           2    0.445957    0.455791  0.00695331
           3    0.456516    0.456033  0.00463974
           4    0.457782     0.45647  0.00350036
           5    0.454135    0.456003  0.00283127
           6    0.479609    0.459937  0.00429718
           7     0.46364    0.460466   0.0037157
           8    0.459081    0.460293  0.00325527
           9    0.469457    0.461311  0.00304866
          10    0.455939    0.460774  0.00279073
          11    0.477982    0.462339    0.002943
          12    0.456445    0.461847  0.00273842
          13    0.484379    0.463581  0.00302695
          14    0.450026    0.462612  0.00296153
          15    0.476961    0.463569  0.00291449
          16    0.456577    0.463132   0.0027649
          17    0.462817    0.463113  0.00260232
          18    0.466757    0.463316  0.00246561
          19    0.453305    0.462789  0.00239148
          20    0.459264    0.462613  0.00227839
