#BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1     9.01555     9.01555           0
           2     8.20352     8.60954    0.287096
           3     8.41842     8.54583    0.198339
           4     8.21885     8.46408    0.164741
           5     9.12137     8.59554    0.176618
           6     8.32453     8.55037    0.152849
           7     8.41114     8.53048    0.132301
           8     8.12728     8.48008    0.124995
           9     8.70116     8.50465    0.113495
          10     8.41483     8.49566      0.1025
          11     8.01099      8.4516    0.102215
          12     8.28974     8.43811   0.0945826
          13     8.53937      8.4459   0.0876272
          14     8.47285     8.44783   0.0813892
          15     8.10485     8.42496   0.0791099
          16     8.25995     8.41465   0.0748348
          17      8.2897      8.4073   0.0707928
          18     8.50364     8.41265   0.0670619
          19     8.33951      8.4088   0.0636427
          20      8.3312     8.40492   0.0605787
