#BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.430104    0.430104           0
           2    0.420339    0.425222  0.00345257
           3    0.424463    0.424969  0.00231096
           4    0.431888    0.426698   0.0022909
           5     0.42907    0.427173  0.00188117
           6    0.436178    0.428674  0.00208199
           7     0.42611    0.428307  0.00181648
           8    0.415936    0.426761  0.00214912
           9    0.437193     0.42792  0.00220082
          10    0.431975    0.428326  0.00201775
          11    0.430935    0.428563  0.00184821
          12    0.432143    0.428861   0.0017181
          13    0.436768    0.429469  0.00169017
          14    0.422364    0.428962  0.00164388
          15    0.446911    0.430158  0.00192107
          16    0.418969    0.429459  0.00192409
          17     0.41214     0.42844  0.00206306
          18    0.442144    0.429202  0.00208418
          19    0.405148    0.427936  0.00232745
          20    0.434321    0.428255  0.00223287
