#   N_BLOCK:  ACCEPTANCE:
           1    0.221287
           2    0.221396
           3    0.221764
           4    0.221818
           5    0.221694
           6    0.221753
           7    0.221548
           8    0.221484
           9     0.22163
          10    0.221488
          11    0.221403
          12     0.22144
          13    0.221469
          14    0.221479
          15    0.221588
          16    0.221556
          17    0.221453
          18    0.221533
          19    0.221516
          20    0.221372
