#   N_BLOCK:  ACCEPTANCE:
           1    0.296908
           2     0.29675
           3    0.297165
           4    0.297372
           5    0.297106
           6    0.297061
           7    0.297038
           8    0.296976
           9    0.297026
          10    0.296855
          11    0.296876
          12    0.296746
          13    0.296747
          14    0.296813
          15    0.296807
          16    0.296808
          17    0.296744
          18    0.296742
          19     0.29673
          20    0.296618
