#BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.390019    0.390019           0
           2    0.387317    0.388668 0.000955137
           3    0.398401    0.391912   0.0027245
           4    0.391997    0.391934  0.00204346
           5     0.38539    0.390625  0.00201062
           6    0.393559    0.391114  0.00173396
           7    0.390595     0.39104  0.00148783
           8    0.383564    0.390105   0.0015681
           9    0.385611    0.389606  0.00147122
          10     0.39216    0.389861  0.00134608
          11    0.389985    0.389873  0.00122376
          12    0.395918    0.390376  0.00122107
          13    0.393449    0.390613  0.00114979
          14    0.384251    0.390158  0.00115396
          15     0.38986    0.390138   0.0010772
          16    0.394213    0.390393  0.00103955
          17     0.39785    0.390832  0.00106694
          18    0.386394    0.390585  0.00103575
          19    0.397331     0.39094  0.00104031
          20    0.391722    0.390979 0.000989025
