#BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1       -0.68       -0.68           0
           2     -0.5184     -0.5992   0.0571342
           3     -0.6832     -0.6272   0.0444238
           4     -0.6816     -0.6408   0.0353384
           5     -0.6008     -0.6328   0.0291622
           6     -0.5144   -0.613067   0.0302503
           7      -0.436   -0.587771   0.0349392
           8     -0.5112     -0.5782   0.0318558
           9     -0.6704   -0.588444   0.0299182
          10     -0.6736    -0.59696   0.0281122
          11     -0.9144   -0.625818   0.0375529
          12     -0.8368     -0.6434   0.0383189
          13     -0.9176   -0.664492   0.0407651
          14     -0.7536   -0.670857    0.038347
          15      -0.836   -0.681867   0.0373375
          16     -0.8368    -0.69155   0.0362378
          17     -0.7648   -0.695859   0.0343614
          18     -0.8456   -0.704178   0.0334443
          19     -0.7624   -0.707242   0.0318241
          20     -0.6864     -0.7062     0.03025
          21     -0.6848   -0.705181   0.0288267
          22     -0.6064   -0.700691   0.0278639
          23     -0.6896   -0.700209   0.0266566
          24     -0.8488     -0.7064    0.026255
          25     -0.7688   -0.708896   0.0253232
          26     -0.6072   -0.704985   0.0246494
          27     -0.6032   -0.701215    0.024023
          28     -0.6832   -0.700571   0.0231737
          29      -0.688   -0.700138   0.0223787
          30     -0.6864    -0.69968   0.0216374
          31     -0.6856   -0.699226   0.0209442
          32      -0.684    -0.69875   0.0202951
          33       -0.76   -0.700606   0.0197648
          34     -0.7568   -0.702259   0.0192524
          35     -0.8384   -0.706149   0.0190913
          36     -0.7632   -0.707733   0.0186266
          37      -0.688     -0.7072   0.0181308
          38     -0.7672   -0.708779   0.0177223
          39     -0.7624   -0.710154   0.0173211
          40     -0.8488    -0.71362   0.0172314
          41     -0.6064   -0.711005   0.0170084
          42     -0.6008   -0.708381   0.0168046
          43     -0.6024   -0.705916   0.0165936
          44     -0.5992   -0.703491   0.0163928
          45     -0.6016   -0.701227   0.0161841
          46     -0.6016   -0.699061   0.0159765
          47     -0.6808   -0.698672   0.0156413
          48     -0.6032   -0.696683   0.0154414
          49     -0.5248   -0.693176   0.0155196
          50     -0.6888   -0.693088   0.0152095
          51     -0.5288   -0.689867   0.0152486
          52     -0.7664   -0.691338   0.0150262
          53     -0.7608   -0.692649   0.0147997
          54      -0.844   -0.695452   0.0147887
          55     -0.7632   -0.696684    0.014571
          56     -0.6808     -0.6964   0.0143135
          57     -0.6784   -0.696084   0.0140659
          58     -0.5176   -0.693007    0.014156
          59        -0.6   -0.691431   0.0140036
          60     -0.6784   -0.691213   0.0137719
          61     -0.6776    -0.69099   0.0135479
          62     -0.8416   -0.693419   0.0135454
          63     -0.6792   -0.693194   0.0133323
          64     -0.5992   -0.691725   0.0132046
          65     -0.5984   -0.690289   0.0130793
          66     -0.4408   -0.686509   0.0134163
          67     -0.5272   -0.684131   0.0134251
          68     -0.5272   -0.681824   0.0134246
          69     -0.6088   -0.680765   0.0132716
          70      -0.608   -0.679726   0.0131227
          71     -0.6048    -0.67867   0.0129802
          72     -0.6832   -0.678733   0.0128001
          73      -0.684   -0.678805    0.012625
          74     -0.6024   -0.677773   0.0124965
          75     -0.6824   -0.677835     0.01233
          76     -0.7624   -0.678947   0.0122179
          77     -0.7576   -0.679969   0.0121019
          78     -0.8376    -0.68199   0.0121143
          79     -0.8384    -0.68397   0.0121216
          80     -0.7624    -0.68495   0.0120097
          81     -0.6816   -0.684909   0.0118615
          82     -0.6824   -0.684878   0.0117169
          83     -0.7616   -0.685802   0.0116121
          84     -0.7616   -0.686705   0.0115089
          85     -0.6824   -0.686654   0.0113736
          86     -0.8432   -0.688474   0.0113861
          87     -0.6872    -0.68846   0.0112552
          88     -0.8512   -0.690309   0.0112782
          89     -0.8488    -0.69209   0.0112912
          90     -0.8512   -0.693858   0.0113033
          91     -0.8488    -0.69556   0.0113066
          92     -0.7664    -0.69633   0.0112099
          93     -0.6832   -0.696189   0.0110903
          94     -0.6064   -0.695234   0.0110133
          95      -0.768      -0.696    0.010924
          96     -0.8488   -0.697592   0.0109256
          97     -0.8448   -0.699109   0.0109178
          98     -0.7648    -0.69978    0.010827
          99     -0.7632    -0.70042   0.0107365
         100     -0.6856   -0.700272   0.0106302
         101     -0.8416   -0.701671   0.0106166
         102     -0.8432   -0.703059   0.0106028
         103      -0.764    -0.70365   0.0105164
         104     -0.6856   -0.703477   0.0104167
         105      -0.768   -0.704091   0.0103356
         106     -0.8456   -0.705426    0.010324
         107     -0.8448   -0.706729   0.0103093
         108     -0.8448   -0.708007   0.0102928
         109     -0.7624   -0.708506   0.0102105
         110     -0.7632   -0.709004   0.0101298
         111     -0.7632   -0.709492   0.0100503
         112     -0.6824    -0.70925  0.00996344
         113      -0.604   -0.708319  0.00991871
         114     -0.5208   -0.706674  0.00996716
         115     -0.3576   -0.703638   0.0103324
         116     -0.6016   -0.702759   0.0102807
         117     -0.6048   -0.701921   0.0102268
         118     -0.5216   -0.700393   0.0102537
         119     -0.6816   -0.700235   0.0101688
         120     -0.6816    -0.70008   0.0100852
         121     -0.6776   -0.699894   0.0100036
         122     -0.5208   -0.698426   0.0100287
         123      -0.524   -0.697008   0.0100469
         124     -0.6888   -0.696942  0.00996612
         125     -0.6824   -0.696826  0.00988707
         126     -0.7656   -0.697371  0.00982366
         127     -0.5224   -0.695994  0.00984244
         128     -0.7616   -0.696506  0.00977888
         129     -0.6056   -0.695802  0.00972844
         130     -0.7624   -0.696314  0.00966708
         131     -0.7624   -0.696818  0.00960644
         132     -0.6832   -0.696715  0.00953422
         133     -0.6832   -0.696614  0.00946307
         134     -0.3632   -0.694125  0.00971406
         135     -0.4408   -0.692249  0.00982167
         136     -0.4408     -0.6904  0.00992195
         137     -0.5264   -0.689203  0.00992148
         138     -0.4448   -0.687432   0.0100064
         139     -0.6056   -0.686843  0.00995172
         140     -0.6072   -0.686274  0.00989688
