#   N_BLOCK:  ACCEPTANCE:
           1     0.31425
           2    0.314252
           3    0.314314
           4    0.314582
           5    0.314276
           6    0.314231
           7    0.314079
           8    0.313867
           9    0.313993
          10    0.313855
          11    0.313719
          12    0.313705
          13    0.313706
          14    0.313647
          15     0.31367
          16    0.313616
          17    0.313567
          18    0.313645
          19    0.313742
          20    0.313589
