#BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.244597    0.244597           0
           2    0.245862     0.24523 0.000447099
           3    0.246304    0.245588 0.000417447
           4    0.250964    0.246932  0.00120542
           5     0.24392    0.246329  0.00110464
           6    0.244634    0.246047 0.000956007
           7    0.245103    0.245912 0.000828879
           8    0.245437    0.245853 0.000727391
           9    0.244022    0.245649 0.000674417
          10    0.243612    0.245445  0.00063699
          11    0.247821    0.245661 0.000614599
          12    0.247214    0.245791 0.000576842
          13    0.246384    0.245836  0.00053427
          14    0.249738    0.246115 0.000564141
          15     0.24305    0.245911  0.00056232
          16     0.24605     0.24592 0.000527242
          17    0.243222    0.245761 0.000519549
          18    0.246189    0.245785 0.000491229
          19    0.241497    0.245559 0.000514614
          20    0.245009    0.245531 0.000489617
