#BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1        3.92        3.92           0
           2        2.88         3.4    0.367696
           3        1.28     2.69333    0.626903
           4           0        2.02    0.749066
           5        1.28       1.872      0.6137
           6        2.88        2.04    0.533916
           7        5.12        2.48    0.612682
           8        0.32        2.21    0.592611
           9        0.72     2.04444    0.549404
          10        2.88       2.128    0.500777
          11        1.28     2.05091    0.461147
          12        0.32     1.90667    0.444705
          13        0.08     1.76615    0.432126
          14        1.28     1.73143    0.402653
          15        0.32     1.63733    0.386648
          16        2.88       1.715    0.370201
          17        0.72     1.65647    0.353021
          18           2     1.67556    0.333924
          19        1.28     1.65474    0.316997
          20           0       1.572    0.311758
          21           2     1.59238    0.297577
          22        3.92     1.69818    0.302275
          23        1.28        1.68    0.289679
          24        0.32     1.62333    0.283097
          25        2.88      1.6736      0.2762
          26           0     1.60923    0.272974
          27           0     1.54963    0.269292
          28           2     1.56571    0.260155
          29        0.32     1.52276    0.254705
          30           0       1.472    0.251222
          31        2.88     1.51742     0.24719
          32        0.32        1.48    0.242281
          33        3.92     1.55394    0.245963
          34           8     1.74353    0.303115
          35        6.48     1.87886    0.323255
          36        0.32     1.83556    0.317162
          37        1.28     1.82054    0.308946
          38           2     1.82526    0.300852
          39        1.28     1.81128    0.293462
          40        6.48       1.928    0.308465
          41        1.28      1.9122    0.301346
          42           2     1.91429    0.294178
          43        0.08     1.87163    0.290413
          44           0     1.82909    0.286911
          45        0.08     1.79022    0.283156
          46        0.72     1.76696    0.277954
          47        0.72     1.74468    0.272932
          48        0.72     1.72333    0.268079
          49        0.72     1.70286    0.263389
          50        1.28      1.6944    0.258257
          51        0.32     1.66745    0.254595
          52        0.08     1.63692    0.251523
          53        0.08     1.60755    0.248487
          54        0.08     1.57926     0.24549
          55        1.28     1.57382    0.241087
          56        0.32     1.55143    0.237819
          57           0     1.52421    0.235199
          58        0.08     1.49931    0.232458
          59        1.28     1.49559    0.228548
          60           0     1.47067    0.226094
          61           0     1.44656    0.223669
          62           2     1.45548     0.22024
          63        3.92      1.4946    0.220191
          64        2.88     1.51625    0.217812
          65        0.72       1.504    0.214805
          66           2     1.51152    0.211682
          67           8     1.60836    0.229609
          68           8     1.70235    0.244716
          69        9.68     1.81797    0.267089
          70           8     1.90629    0.277491
          71           8     1.99211    0.286548
          72        0.32     1.96889    0.283508
          73        0.32      1.9463    0.280522
          74        2.88     1.95892    0.277015
          75        0.08     1.93387    0.274452
          76        0.72     1.91789    0.271305
          77        3.92      1.9439    0.269025
          78       13.52     2.09231    0.303767
          79       15.68      2.2643    0.345197
          80       20.48       2.492    0.409143
          81       23.12     2.74667    0.476807
          82       23.12     2.99512      0.5318
          83       20.48     3.20578     0.56558
          84       15.68     3.35429    0.578014
          85       13.52     3.47388    0.583456
          86       15.68     3.61581    0.593683
          87       23.12        3.84    0.627763
          88          32        4.16    0.697436
          89       35.28     4.50966    0.772294
          90       25.92     4.74756    0.799513
          91       25.92     4.98022    0.823886
          92          32     5.27391    0.865696
          93       25.92     5.49591    0.884395
          94          32     5.77787    0.918834
          95       38.72     6.12463    0.972395
          96          50     6.58167     1.06427
          97       46.08     6.98887     1.12851
          98       38.72     7.31265     1.16251
          99       25.92     7.50061     1.16587
         100          32      7.7456     1.17967
         101       28.88     7.95485      1.1864
         102       25.92     8.13098     1.18777
         103       23.12      8.2765     1.18512
         104       23.12     8.41923     1.18229
         105          18     8.51048     1.17455
         106       23.12      8.6483     1.17152
         107       20.48     8.75888     1.16578
         108       23.12     8.89185     1.16255
         109       20.48     8.99817     1.15673
         110       20.48     9.10255     1.15092
         111       11.52     9.12432     1.14075
         112        6.48     9.10071     1.13081
         113        2.88     9.04566     1.12214
         114           0     8.96632      1.1151
         115        6.48      8.9447     1.10562
         116           2     8.88483      1.0977
         117        2.88      8.8335     1.08952
         118        0.72     8.76475     1.08246
         119        6.48     8.74555     1.07353
         120        5.12     8.71533     1.06501
         121        0.72     8.64926     1.05825
         122        3.92     8.61049     1.05029
         123        3.92     8.57236     1.04244
         124        6.48     8.55548     1.03417
         125       15.68     8.61248     1.02747
         126       13.52     8.65143     1.02005
         127        6.48     8.63433     1.01216
         128        5.12     8.60688     1.00463
         129        2.88     8.56248    0.997821
         130        0.32     8.49908    0.992158
         131        5.12     8.47328    0.984919
         132           8      8.4697    0.977464
         133           8     8.46617    0.970122
         134        6.48     8.45134    0.962995
         135        1.28     8.39822    0.957326
         136           2     8.35118    0.951442
         137        1.28     8.29956    0.945896
         138        0.08        8.24    0.940915
         139        5.12     8.21755    0.934414
         140           2     8.17314    0.928794
         141        0.72     8.12028     0.92371
         142        0.08     8.06366    0.918939
         143        0.08     8.00783    0.914207
         144        1.28     7.96111    0.909051
         145        0.72     7.91117    0.904153
         146           0     7.85699    0.899582
         147        0.32     7.80571    0.894922
         148        0.08     7.75351    0.890397
         149        0.32     7.70362    0.885817
         150        0.08      7.6528    0.881369
         151           0     7.60212    0.876988
         152        3.92     7.57789    0.871553
         153        5.12     7.56183    0.866004
         154       28.88     7.70026    0.871375
         155          18     7.76671    0.868283
         156       15.68     7.81744    0.864197
         157           8      7.8186    0.858694
         158           8     7.81975     0.85326
         159        9.68     7.83145    0.847973
         160       20.48      7.9105    0.846351
         161       25.92     8.02236    0.848454
         162       11.52     8.04395    0.843491
