#BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1    0.051252    0.051252           0
           2     0.06344    0.057346  0.00430911
           3    0.071082   0.0619247  0.00471474
           4      0.0655   0.0628185  0.00361979
           5     0.05328   0.0609108  0.00336115
           6    0.052138   0.0594487  0.00310272
           7     0.06036   0.0595789   0.0026622
           8    0.066016   0.0603835  0.00244801
           9    0.076928   0.0622218  0.00278187
          10    0.052458   0.0612454  0.00266954
          11    0.067304   0.0617962  0.00248302
          12     0.05471   0.0612057  0.00234527
          13    0.060312   0.0611369  0.00216587
          14    0.065582   0.0614544   0.0020343
          15    0.056656   0.0611345  0.00192367
          16    0.048836   0.0603659  0.00195098
          17    0.041952   0.0592827  0.00211564
          18     0.07656   0.0602426  0.00220512
          19    0.055666   0.0600017  0.00210217
          20     0.05322   0.0596626  0.00202423
