#BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.320659    0.320659           0
           2    0.315207    0.317933  0.00192749
           3    0.330062    0.321976  0.00354237
           4     0.32663    0.323139  0.00284146
           5    0.319089    0.322329  0.00238586
           6    0.319556    0.321867  0.00203251
           7    0.317897      0.3213  0.00181957
           8    0.319815    0.321114  0.00160156
           9    0.328733    0.321961  0.00163206
          10     0.32051    0.321816  0.00147529
          11    0.320311    0.321679   0.0013475
          12    0.324294    0.321897   0.0012527
          13    0.323771    0.322041  0.00116461
          14    0.324901    0.322245   0.0010992
          15    0.315672    0.321807  0.00110983
          16    0.326209    0.322082  0.00107402
          17    0.318779    0.321888  0.00102827
          18    0.322119    0.321901 0.000971223
          19    0.309462    0.321246  0.00111921
          20    0.323122     0.32134  0.00106717
