#BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1    -0.13604    -0.13604           0
           2    -0.05586    -0.09595   0.0283479
           3    -0.04714    -0.07968   0.0231005
           4    -0.17168    -0.10268   0.0263992
           5     0.00292    -0.08156    0.028335
           6     0.11064  -0.0495267   0.0375854
           7    -0.27182  -0.0812829    0.043615
           8     0.01596  -0.0691275   0.0398209
           9     0.12586  -0.0474622   0.0408673
          10    -0.02012   -0.044728   0.0368719
          11      0.0475  -0.0363436     0.03446
          12    -0.06856  -0.0390283   0.0316927
          13     0.03168  -0.0335892   0.0297179
          14     0.03822    -0.02846   0.0280343
          15    -0.04108  -0.0293013    0.026178
          16     -0.0016    -0.02757   0.0245991
          17       0.056  -0.0226541   0.0236381
          18     0.09654  -0.0160322   0.0232339
          19    -0.04376  -0.0174916   0.0220569
          20     0.10226   -0.011504   0.0217515
