#   N_BLOCK:  ACCEPTANCE:
           1    0.371412
           2     0.37145
           3    0.371509
           4    0.371778
           5    0.371521
           6    0.371561
           7     0.37152
           8    0.371441
           9    0.371544
          10    0.371429
          11    0.371505
          12    0.371514
          13    0.371523
          14    0.371488
          15    0.371566
          16    0.371503
          17    0.371559
          18     0.37154
          19    0.371464
          20    0.371354
