#BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.624855   -0.624855           0
           2    -0.62549   -0.625172 0.000224846
           3   -0.624833   -0.625059 0.000176054
           4    -0.62276   -0.624484 0.000515109
           5   -0.627103   -0.625008 0.000623859
           6   -0.624813   -0.624976 0.000520729
           7   -0.625957   -0.625116 0.000464822
           8   -0.626086   -0.625237 0.000422233
           9   -0.624452    -0.62515 0.000384225
          10   -0.627322   -0.625367 0.000402532
          11   -0.624415    -0.62528 0.000375127
          12   -0.624876   -0.625247 0.000345374
          13   -0.624847   -0.625216 0.000320176
          14   -0.625922   -0.625266 0.000301252
          15   -0.623181   -0.625127 0.000311592
          16   -0.627115   -0.625252 0.000315905
          17   -0.624711    -0.62522 0.000298918
          18   -0.625806   -0.625252 0.000284081
          19   -0.628288   -0.625412 0.000310835
          20    -0.62766   -0.625525 0.000314954
