#   N_BLOCK:  ACCEPTANCE:
           1    0.395903
           2    0.395913
           3    0.396029
           4    0.396192
           5    0.396093
           6     0.39614
           7    0.396099
           8    0.396125
           9    0.396184
          10    0.396289
          11    0.396328
          12    0.396383
          13    0.396279
          14    0.396283
          15    0.396339
          16    0.396223
          17    0.396201
          18    0.396219
          19    0.396196
          20    0.396089
