#BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1   0.0033304   0.0033304           0
           2   0.0043304   0.0038304 0.000353553
           3  -0.0014608  0.00206667  0.00145924
           4  -0.0118288  -0.0014072  0.00320134
           5    0.003994 -0.00032696  0.00273727
           6  -0.0065608 -0.00136593  0.00247038
           7  -0.0074692 -0.00223783  0.00226611
           8   0.0032204 -0.00155555  0.00208303
           9   0.0109036  -0.0001712  0.00226536
          10   0.0002724 -0.00012684  0.00203926
          11     0.00108-1.71273e-05  0.00185682
          12   -0.022716  -0.0019087  0.00248535
          13   -0.011672 -0.00265972  0.00240497
          14   -0.004376 -0.00278231   0.0022363
          15   0.0078888 -0.00207091  0.00219746
          16  -0.0012564    -0.00202  0.00206071
          17   -0.015224 -0.00279671  0.00208072
          18    0.011668 -0.00199311  0.00211462
          19   0.0053116 -0.00160865  0.00203797
          20   0.0058868 -0.00123388  0.00197023
